id,name,sex,year_of_birth,nationality,military_civilian,year_of_selection,mission_number,total_number_of_missions,occupation,year_of_mission,Age of astronaut,mission_title,hours_mission,total_hrs_sum
1046,"Yurchikhin, Fyodor",male,1959,U.S.S.R/Russia,civilian,1997,5,5,commander,2017,58,51,3258,16147
1047,"De Winne, Frank",male,1961,Belgium,military,1998,1,2,commander,2002,41,Soyuz TMA-1/TM-34,261,4769.58
1048,"De Winne, Frank",male,1961,Belgium,military,1998,2,2,commander,2009,48,20,4508.6,4769.58
1049,"Herrington, John B.",male,1958,U.S.,military,1996,1,1,MSP,2002,44,STS-113,330,330
1050,"Pettit, Donald R.",male,1955,U.S.,civilian,1996,1,3,flight engineer,2002,47,6,3865,8872.5
1051,"Pettit, Donald R.",male,1955,U.S.,civilian,1996,2,3,MSP,2008,53,STS-126,380.5,8872.5
1052,"Pettit, Donald R.",male,1955,U.S.,civilian,1996,3,3,flight engineer,2011,56,30,4627,8872.5
1053,"McCool, William C.",male,1961,U.S.,military,1996,1,1,pilot,2003,42,STS-107,382,382
1054,"Brown, David M.",male,1956,U.S.,military,1996,1,1,MSP,2003,47,STS-107,382,382
1055,"Clark, Laurel B.",female,1961,U.S.,military,1996,1,1,MSP,2003,42,STS-107,382,382
1056,"Ramon, Ilan",male,1954,Israel,military,1996,1,1,PSP,2003,49,STS-107,382.33,382.33
1057,"Yang, Liwei",male,1965,China,military,2003,1,1,commander,2005,40,Shenzhou 5,21,21
1058,"Fincke, E. Michael",male,1967,U.S.,military,1996,1,3,flight engineer,2004,37,9,4501,9159
1059,"Fincke, E. Michael",male,1967,U.S.,military,1996,2,3,commander,2009,42,18,4280,9159
1060,"Fincke, E. Michael",male,1967,U.S.,military,1996,3,3,MSP,2011,44,STS-134,378,9159
1061,"Kuipers, Andre",male,1958,Netherland,civilian,1998,1,2,flight engineer,2004,46,Soyuz TMA-4/TMA-3,261,4888
1062,"Kuipers, Andre",male,1958,Netherland,civilian,1998,2,2,flight engineer,2012,54,30,4627,4888
1063,"Shargin, Yuri",male,1960,U.S.S.R/Russia,military,1996,1,1,flight engineer,2004,44,Soyuz TMA­5,237,237.5
1064,"Noguchi, Soichi",male,1965,Japan,civilian,1996,1,2,MSP,2005,40,STS-114,333.55,4251.1
1065,"Noguchi, Soichi",male,1965,Japan,civilian,1996,2,2,flight engineer,2009,44,22,3917.55,4251.1
1066,"Camarda, Charles J.",male,1952,U.S.,civilian,1996,1,1,MSP,2005,53,STS-114,333,333
1067,"Olsen, Gregory Hammond",male,1945,U.S.,civilian,2004,1,1,Space tourist,2005,60,Soyuz TMA-7,237.29,237.29
1068,"Fei, Junlong",male,1966,China,military,2005,1,1,commander,2005,39,Shenzhou 6,115,115
1069,Nie Haisheng,male,1964,China,military,2005,1,2,flight engineer,2005,41,Shenzhou 6,116,466
1070,Nie Haisheng,male,1964,China,military,2005,2,2,commander,2008,44,Shenzhou 10,350,466
1071,"Pontes, Marcos Cesar",male,1963,Brazil,military,1998,1,1,pilot,2006,43,Soyuz TMA-8,237.28,237.28
1072,"Fossum, Michael E.",male,1957,U.S.,civilian,1998,1,3,MSP,2006,49,STS-121,307,4651
1073,"Fossum, Michael E.",male,1957,U.S.,civilian,1998,2,3,MSP,2008,51,STS-124,330,4651
1074,"Fossum, Michael E.",male,1957,U.S.,civilian,1998,3,3,commander,2011,54,28,4014,4651
1075,"Nowak, Lisa M.",female,1963,U.S.,military,1996,1,1,MSP,2006,43,STS-121,306,306
1076,"Wilson, Stephanie D.",female,1966,U.S.,civilian,1996,1,3,MSP,2006,40,STS-121,306,1031.77
1077,"Wilson, Stephanie D.",female,1966,U.S.,civilian,1996,2,3,MSP,2007,41,STS-120,362,1031.77
1078,"Wilson, Stephanie D.",female,1966,U.S.,civilian,1996,3,3,MSP,2010,44,STS-131,362,1031.77
1079,"Ferguson, Christopher J.",male,1961,U.S.,military,1998,1,3,pilot,2006,45,STS-115,283,672
1080,"Ferguson, Christopher J.",male,1961,U.S.,military,1998,2,3,commander,2008,47,STS-126,380.5,672
1081,"Ferguson, Christopher J.",male,1961,U.S.,military,1998,3,3,commander,2011,50,STS-135,306.5,672
1082,"Stefanyshyn-Piper, Heidemarie M.",female,1963,U.S.,military,1996,1,2,MSP,2002,39,STS-115,288,648
1083,"Stefanyshyn-Piper, Heidemarie M.",female,1963,U.S.,military,1996,2,2,MSP,2008,45,STS-126,360,648
1084,"Ansari, Anousheh",female,1966,U.S.,civilian,2006,1,1,Other (space tourist),2006,40,Soyuz TMA-9,261.525,261.525
1085,"Oefelein, William A.",male,1965,U.S.,military,1998,1,1,pilot,2006,41,STS-116,308,308
1086,"Patrick, Nicholas J. M.",male,1964,U.K./U.S.,civilian,1998,1,2,MSP,2006,42,STS-116,308,638
1087,"Patrick, Nicholas J. M.",male,1964,U.K./U.S.,civilian,1998,2,2,MSP,2010,46,STS-130,330,638
1088,Christer Fuglesang,male,1957,Sweden,civilian,1992,1,2,MSP,2006,49,STS-116,308.73,641.63
1089,Christer Fuglesang,male,1957,Sweden,civilian,1992,2,2,MSP,2009,52,STS-128,332.9,641.63
1090,"Higginbotham, Joan E.",female,1964,U.S.,civilian,1996,1,1,MSP,2006,42,STS-116,308,308
1091,"Williams, Sunita L.",female,1965,U.S.,military,1998,1,1,MSP,2006,41,14,4674,7722
1092,"Williams, Sunita L.",female,1965,U.S.,military,1998,2,2,flight engineer,2012,47,32,3048,7722
1093,"Kotov, Oleg",male,1965,U.S.S.R/Russia,military,1996,1,3,commander,2007,42,15,4721,12629.03
1094,"Kotov, Oleg",male,1965,U.S.S.R/Russia,military,1996,2,3,commander,2009,44,22,3917,12629.03
1095,"Kotov, Oleg",male,1965,U.S.S.R/Russia,military,1996,3,3,commander,2013,48,37,3990,12629.03
1096,"Simonyi, Charles (Karoly)",male,1948,U.S.,civilian,2006,1,2,Other (space tourist),2007,59,Soyuz TMA-10,331.4,638.77
1097,"Simonyi, Charles (Karoly)",male,1948,U.S.,civilian,2006,2,2,Other (space tourist),2009,61,Soyuz TMA-14,307.85,638.77
1098,"Archambault, Lee J.",male,1960,U.S.,military,1998,1,2,pilot,2007,47,STS-117,332,639.5
1099,"Archambault, Lee J.",male,1960,U.S.,military,1998,2,2,commander,2009,49,STS-119,307.5,639.5
1100,"Swanson, Steven R.",male,1960,U.S.,civilian,1998,1,3,MSP,2007,47,STS-117,332.22,4646.85
1101,"Swanson, Steven R.",male,1960,U.S.,civilian,1998,2,3,MSP,2009,49,STS-119,307.5,4646.85
1102,"Swanson, Steven R.",male,1960,U.S.,civilian,1998,3,3,flight engineer,2014,54,39,4007.13,4646.85
1103,"Olivas, John D.",male,1965,U.S.,civilian,1998,1,2,MSP,2007,42,STS-117,332,668
1104,"Olivas, John D.",male,1965,U.S.,civilian,1998,2,2,MSP,2009,44,STS-128,333,668
1105,"Anderson, Clayton C.",male,1959,U.S.,civilian,1998,1,2,flight engineer,2007,48,15,3642,4046
1106,"Anderson, Clayton C.",male,1959,U.S.,civilian,1998,2,2,MSP,2010,51,STS-131,363,4046
1107,"Caldwell, Tracy E.",female,1969,U.S.,civilian,1998,1,2,MSP,2007,38,STS-118,306,4526
1108,"Caldwell, Tracy E.",female,1969,U.S.,civilian,1998,2,2,flight engineer,2010,41,23,4220,4526
1109,"Drew, Alvin Benjamin",male,1962,U.S.,military,2000,1,2,MSP,2007,45,STS-118,306,613
1110,"Drew, Alvin Benjamin",male,1962,U.S.,military,2000,2,2,MSP,2011,49,STS-133,307,613
1111,"Morgan, Barbara R.",female,1951,U.S.,civilian,1998,1,1,MSP,2007,56,STS-118,305,305
1112,"Shukor, Sheikh Muszaphar",male,1972,Malysia,civilian,2006,1,1,Other (space tourist),2007,35,Soyuz TMA-11/10,261.23,261.23
1113,"Zamka, George D.",male,1962,U.S.,military,1998,1,2,pilot,2007,45,STS-120,362,692.53
1114,"Zamka, George D.",male,1962,U.S.,military,1998,2,2,commander,2010,48,STS-130,306.1,692.53
1115,"Wheelock, Douglas H.",male,1960,U.S.,military,1998,1,2,MSP,2007,47,STS-120,360,4281.57
1116,"Wheelock, Douglas H.",male,1960,U.S.,military,1998,2,2,flight engineer,2010,50,24,3912,4281.57
1117,"Nespoli, Paolo A.",male,1957,Italy,military,1998,1,3,MSP,2007,50,STS-120,362.4,7514.61
1118,"Nespoli, Paolo A.",male,1957,Italy,military,1998,2,3,flight engineer,2010,53,26,3823.28,7514.61
1119,"Nespoli, Paolo A.",male,1957,Italy,military,1998,3,3,flight engineer,2017,60,52,3328.93,7514.61
1120,"Poindexter, Alan G.",male,1961,U.S.,military,1998,1,2,pilot,2008,47,STS-122,306,669
1121,"Poindexter, Alan G.",male,1961,U.S.,military,1998,2,2,commander,2010,49,STS-131,363,669
1122,"Melvin, Leland D.",male,1964,U.S.,civilian,1998,1,2,MSP,2008,44,STS-122,306,565
1123,"Melvin, Leland D.",male,1964,U.S.,civilian,1998,2,2,MSP,2009,45,STS-129,259,565
1124,"Love, Stanley G.",male,1965,U.S.,civilian,1998,1,1,MSP,2008,43,STS-122,306,306
1125,"Johnson, Gregory H.",male,1962,U.S.,military,1998,1,2,pilot,2008,46,STS-123,378,755.83
1126,"Johnson, Gregory H.",male,1962,U.S.,military,1998,2,2,pilot,2011,49,STS-134,377,755.83
1127,"Behnken, Robert L.",male,1970,U.S.,military,2000,1,2,MSP,2008,38,STS-123,378,708
1128,"Behnken, Robert L.",male,1970,U.S.,military,2000,2,2,MSP,2010,40,STS-130,330,708
1129,"Foreman, Michael J.",male,1957,U.S.,military,1998,1,2,MSP,2008,51,STS-123,378,637
1130,"Foreman, Michael J.",male,1957,U.S.,military,1998,2,2,MSP,2009,52,STS-129,259,637
1131,"Reisman, Garrett E.",male,1968,U.S.,civilian,1998,1,2,flight engineer,2008,40,16,2289,2473
1132,"Reisman, Garrett E.",male,1968,U.S.,civilian,1998,2,2,MSP,2010,42,STS-132,282,2473
1133,"Volkov, Sergei",male,1973,U.S.S.R/Russia,military,1997,1,3,commander,2008,35,17,4768,12786.32
1134,"Volkov, Sergei",male,1973,U.S.S.R/Russia,military,1997,2,3,commander,2011,38,28,4014,12786.32
1135,"Volkov, Sergei",male,1973,U.S.S.R/Russia,military,1997,3,3,commander,2015,42,45,4003,12786.32
1136,"Kononenko, Oleg D.",male,1964,U.S.S.R/Russia,military,1996,1,4,flight engineer,2008,44,17,3168,16081
1137,"Kononenko, Oleg D.",male,1964,U.S.S.R/Russia,military,1996,2,4,commander,2011,47,30,4626,16081
1138,"Kononenko, Oleg D.",male,1964,U.S.S.R/Russia,military,1996,3,4,commander,2015,51,44,3400,16081
1139,"Kononenko, Oleg D.",male,1964,U.S.S.R/Russia,military,1996,4,4,commander,2018,54,57,4887,16081
1140,"Yi, Soyeon (Lee So-hyun)",female,1978,Korea,civilian,2006,1,1,Other (Space tourist),2008,30,Soyuz TMA-12 / Soyuz TMA-11,261,261
1141,"Ham, Kenneth T.",male,1964,U.S.,military,1998,1,2,pilot,2008,44,STS-124,330,612
1142,"Ham, Kenneth T.",male,1964,U.S.,military,1998,2,2,commander,2010,46,STS-132,282,612
1143,"Nyberg, Karen L.",female,1969,U.S.,civilian,2000,1,2,MSP,2008,39,STS-124,330,4320
1144,"Nyberg, Karen L.",female,1969,U.S.,civilian,2000,2,2,flight engineer,2013,44,36,3990,4320
1145,"Garan, Ronald J., Jr.",male,1961,U.S.,military,2000,1,2,MSP,2008,47,STS-124,330,4272
1146,"Garan, Ronald J., Jr.",male,1961,U.S.,military,2000,2,2,MSP,2008,47,27,3942,4272
1147,"Hoshide, Akihiko",male,1968,Japan,civilian,1999,1,2,MSP,2008,40,STS-124,306.25,3377.5
1148,"Hoshide, Akihiko",male,1968,Japan,civilian,1999,2,2,flight engineer,2012,44,32,3047.25,3377.5
1149,"Chamitoff, Gregory",male,1962,U.S.,civilian,1998,1,2,flight engineer,2008,46,17,4392.5,4770
1150,"Chamitoff, Gregory",male,1962,U.S.,civilian,1998,2,2,MSP,2011,49,STS-134,377.5,4770
1151,"Zhai, Zhigang",male,1966,China,military,2008,1,1,commander,2008,42,Shenzhou 7,68,68
1152,"Liu, Boming",male,1966,China,military,2008,1,1,flight engineer,2008,42,Shenzhou 7,68,68
1153,"Jing, Haipeng",male,1966,China,military,2008,1,3,flight engineer,2008,42,Shenzhou 7,68,1146
1154,"Jing, Haipeng",male,1966,China,military,2008,2,3,commander,2012,46,Shenzhou 9,303.5,1146
1155,"Jing, Haipeng",male,1966,China,military,2008,3,3,commander,2016,50,Shenzhou 11,774.5,1146
1156,"Garriott, Richard Allen",male,1961,U.K./U.S.,civilian,2007,1,1,Space tourist,2008,47,Soyuz TMA-13,284.89,284.89
1157,"Boe, Eric A.",male,1964,U.S.,military,2000,1,2,pilot,2008,44,STS-126,380,687
1158,"Boe, Eric A.",male,1964,U.S.,military,2000,2,2,pilot,2011,47,STS-133,307,687
1159,"Bowen, Stephen G.",male,1964,U.S.,military,2000,1,3,MSP,2008,44,STS-126,380,970
1160,"Bowen, Stephen G.",male,1964,U.S.,military,2000,2,3,MSP,2010,46,STS-132,283,970
1161,"Bowen, Stephen G.",male,1964,U.S.,military,2000,3,3,MSP,2011,47,STS-133,307,970
1162,"Kimbrough, Robert S.",male,1967,U.S.,military,2004,1,2,MSP,2008,41,STS-126,380,10763.25
1163,"Kimbrough, Robert S.",male,1967,U.S.,military,2004,2,2,flight engineer,2016,49,49,10383.25,10763.25
1164,"Antonelli, Dominic A.",male,1967,U.S.,military,2000,1,2,pilot,2009,42,STS-119,287.5,579
1165,"Antonelli, Dominic A.",male,1967,U.S.,military,2000,2,2,pilot,2010,43,STS-132,281.5,579
1166,"Acaba, Joseph M.",male,1967,U.S.,civilian,2004,1,3,MSP,2009,42,STS-119,307,7272.23
1167,"Acaba, Joseph M.",male,1967,U.S.,civilian,2004,2,3,flight engineer,2012,45,31,2928,7272.23
1168,"Acaba, Joseph M.",male,1967,U.S.,civilian,2004,3,3,flight engineer,2017,50,53,4037.23,7272.23
1169,"Arnold, Richard R., II",male,1963,U.S.,civilian,2004,1,2,MSP,2009,46,STS-119,307,307
1170,"Arnold, Richard R., II",male,1963,U.S.,civilian,2004,2,2,flight engineer,2018,55,55,4722,307
1171,"Barratt, Michael R.",male,1959,U.S.,civilian,2000,1,2,flight engineer,2009,50,19,4778,5085
1172,"Barratt, Michael R.",male,1959,U.S.,civilian,2000,2,2,MSP,2011,52,STS-133,307,5085
1173,"Johnson, Gregory C.",male,1954,U.S.,civilian,1998,1,1,pilot,2009,55,STS-125,309.63,309.63
1174,"Good, Michael T.",male,1962,U.S.,military,2000,1,2,MSP,2009,47,STS-125,309,591.15
1175,"Good, Michael T.",male,1962,U.S.,military,2000,2,2,MSP,2010,48,STS-132,282.15,591.15
1176,"McArthur, K. Megan",female,1971,U.S.,civilian,2000,1,1,MSP,2009,38,STS-125,309,309
1177,"Feustel, Andrew J.",male,1965,U.S.,civilian,2000,1,3,MSP,2009,44,STS-125,309,687
1178,"Feustel, Andrew J.",male,1965,U.S.,civilian,2000,2,3,MSP,2011,46,STS-134,378,687
1179,"Feustel, Andrew J.",male,1965,U.S.,civilian,2000,3,3,flight engineer,2018,53,55,4722,687
1180,"Romanenko, Roman",male,1971,U.S.S.R/Russia,military,1997,1,2,flight engineer,2009,38,20,4508,8003.02
1181,"Romanenko, Roman",male,1971,U.S.S.R/Russia,military,1997,2,2,flight engineer,2012,41,34,3494,8003.02
1182,"Hurley, Douglas G.",male,1966,U.S.,military,2000,1,2,pilot,2009,43,STS-127,377,683
1183,"Hurley, Douglas G.",male,1966,U.S.,military,2000,2,2,pilot,2011,45,STS-135,306,683
1184,"Cassidy, Christopher J.",male,1970,U.S.,military,2004,1,2,MSP,2009,39,STS-127,377,4744
1185,"Cassidy, Christopher J.",male,1970,U.S.,military,2004,2,2,flight engineer,2013,43,35,3990,4744
1186,"Marshburn, Thomas H.",male,1960,U.S.,military,2004,1,2,MSP,2009,49,STS-127,376,3870
1187,"Marshburn, Thomas H.",male,1960,U.S.,military,2004,2,2,flight engineer,2013,53,34,3494,3870
1188,"Kopra, Timothy L.",male,1963,U.S.,military,2000,1,2,MSP,2009,46,20,1317,3315
1189,"Kopra, Timothy L.",male,1963,U.S.,military,2000,2,2,flight engineer,2015,52,46,1920,3315
1190,"Ford, Kevin A.",male,1960,U.S.,military,2000,1,2,pilot,2009,49,STS-128,333,3781
1191,"Ford, Kevin A.",male,1960,U.S.,military,2000,2,2,commander,2012,52,33,3448,3781
1192,"Hernandez, Jose M.",male,1962,U.S.,civilian,2004,1,1,MSP,2009,47,STS-128,332,332
1193,"Stott, Nicole P.",female,1962,U.S.,civilian,2000,1,2,flight engineer,2009,47,20,1440,1747
1194,"Stott, Nicole P.",female,1962,U.S.,civilian,2000,2,2,MSP,2011,49,STS-133,307,1747
1195,"Surayev, Maksim",male,1972,U.S.S.R/Russia,military,1997,1,2,commander,2014,42,40,3968,8028.18
1196,"Surayev, Maksim",male,1972,U.S.S.R/Russia,military,1997,2,2,commander,2009,37,21,4060,8028.18
1197,Guy Laliberte,male,1959,Canada,civilian,2009,1,1,Other (Space tourist),2009,50,Soyuz TMA-16/14,261.28,261.28
1198,"Wilmore, Barry E.",male,1962,U.S.,military,2000,1,2,pilot,2009,47,STS-129,259,4272
1199,"Wilmore, Barry E.",male,1962,U.S.,military,2000,2,2,flight engineer,2014,52,41,4013,4272
1200,"Bresnik, Randolph J.",male,1967,U.S.,military,2004,1,2,MSP,2009,42,STS-129,259,3587.93
1201,"Bresnik, Randolph J.",male,1967,U.S.,military,2004,2,2,flight engineer,2017,50,52,3328.93,3587.93
1202,"Satcher, Robert L.",male,1965,U.S.,civilian,2004,1,1,MSP,2009,44,STS-129,259,259
1203,"Creamer, Timothy J.",male,1959,U.S.,military,1998,1,1,flight engineer,2009,50,22,3912,3912
1204,"Virts, Terry W., Jr.",male,1967,U.S.,military,2000,1,2,pilot,2010,43,STS-130,330.1,5113.62
1205,"Virts, Terry W., Jr.",male,1967,U.S.,military,2000,2,2,flight engineer,2014,47,42,4783.5,5113.62
1206,"Skvortsov, Aleksandr Jr.",male,1966,U.S.S.R/Russia,military,1997,1,3,commander,2010,44,23,4225,12588.98
1207,"Skvortsov, Aleksandr Jr.",male,1966,U.S.S.R/Russia,military,1997,2,3,commander,2014,48,39,4061,12588.98
1208,"Skvortsov, Aleksandr Jr.",male,1966,U.S.S.R/Russia,military,1997,3,3,commander,2019,53,60,4302.98,12588.98
1209,"Korniyenko, Mikhail",male,1960,U.S.S.R/Russia,civilian,1998,1,2,flight engineer,2010,50,23,4225,12005.43
1210,"Korniyenko, Mikhail",male,1960,U.S.S.R/Russia,civilian,1998,2,2,flight engineer,2015,55,43,7798,12005.43
1211,"Dutton, James P.",male,1968,U.S.,military,2004,1,1,pilot,2010,42,STS-131,362,362
1212,"Metcalf-Lindenburger, Dorothy M.",female,1975,U.S.,civilian,2004,1,1,MSP,2010,35,STS-131,362,362
1213,"Yamazaki, Naoko",female,1970,Japan,civilian,1999,1,1,MSP,2010,40,STS-131,362.8,362.8
1214,"Walker, Shannon",female,1965,U.S.,civilian,2004,1,1,flight engineer,2010,45,24,3919.18,3919.18
1215,"Skripochka, Oleg",male,1969,U.S.S.R/Russia,civilian,1997,1,3,flight engineer,2010,41,25,3824,10653.3
1216,"Skripochka, Oleg",male,1969,U.S.S.R/Russia,civilian,1997,2,3,flight engineer,2016,47,47,4131.77,10653.3
1217,"Skripochka, Oleg",male,1969,U.S.S.R/Russia,civilian,1997,3,3,commander,2019,50,61,2697.53,10653.3
1218,"Kondratyev, Dmitri",male,1969,U.S.S.R/Russia,military,1997,1,1,commander,2010,41,26,3823,3823.28
1219,"Samokutyayev, Aleksandr",male,1970,U.S.S.R/Russia,military,2003,1,2,commander,2011,41,27,3941,7955.38
1220,"Samokutyayev, Aleksandr",male,1970,U.S.S.R/Russia,military,2003,2,2,commander,2014,44,41,4013,7955.38
1221,"Borisenko, Andrei",male,1964,U.S.S.R/Russia,military,2003,1,2,flight engineer,2011,47,27,3941,14324.25
1222,"Borisenko, Andrei",male,1964,U.S.S.R/Russia,military,2003,2,2,flight engineer,2016,52,49,10383.25,14324.25
1223,"Furukawa, Satoshi",male,1964,Japan,civilian,1999,1,1,flight engineer,2011,47,28,4014,4014
1224,"Shkaplerov, Anton",male,1972,U.S.S.R/Russia,military,2003,1,3,commander,2011,39,29,3967,12796
1225,"Shkaplerov, Anton",male,1972,U.S.S.R/Russia,military,2003,2,3,commander,2014,42,42,4792,12796
1226,"Shkaplerov, Anton",male,1972,U.S.S.R/Russia,military,2003,3,3,commander,2017,45,54,4037,12796
1227,"Ivanishin, Anatoli",male,1969,U.S.S.R/Russia,military,2003,1,2,commander,2011,42,29,3967,6729
1228,"Ivanishin, Anatoli",male,1969,U.S.S.R/Russia,military,2003,2,2,flight engineer,2016,47,48,2762,6729
1229,"Revin, Sergei",male,1966,U.S.S.R/Russia,civilian,1996,1,1,flight engineer,2012,46,31,2999,2999.87
1230,"Liu, Wang",male,1969,China,military,2012,1,1,flight engineer,2012,43,Shenzhou 9,303.5,312
1231,"Liu, Yang",female,1978,China,military,2012,1,1,flight engineer,2012,34,Shenzhou 9,303.5,312
1232,"Novitski, Oleg",male,1971,U.S.S.R/Russia,military,2006,1,2,commander,2012,41,33,3448,8169.83
1233,"Novitski, Oleg",male,1971,U.S.S.R/Russia,military,2006,2,2,commander,2016,45,50,4721.83,8169.83
1234,"Tarelkin, Yevgeni",male,1974,U.S.S.R/Russia,military,2003,1,1,flight engineer,2012,38,33,3448,3448.25
1235,"Misurkin, Aleksandr",male,1977,U.S.S.R/Russia,military,2006,1,2,flight engineer,2013,36,35,3990.25,8027.5
1236,"Misurkin, Aleksandr",male,1977,U.S.S.R/Russia,military,2006,2,2,commander,2017,40,53,4037.25,8027.5
1237,"Parmitano, Luca",male,1976,Italy,military,2009,1,2,flight engineer,2013,37,36,3990.28,8293.31
1238,"Parmitano, Luca",male,1976,Italy,military,2009,2,2,flight engineer,2019,43,NA,4303.03,8293.31
1239,"Zhang, Xiaoguang",male,1968,China,military,2013,1,1,flight engineer,2013,45,Shenzhou 10,350,350
1240,"Wang, Yapi",male,1980,China,military,2013,1,1,flight engineer,2013,33,Shenzhou 10,350,350
1241,"Ryazanski, Sergei",male,1974,U.S.S.R/Russia,civilian,2003,1,2,flight engineer,2013,39,37,3990,7318.93
1242,"Ryazanski, Sergei",male,1974,U.S.S.R/Russia,civilian,2003,2,2,commander,2017,43,52,3328.93,7318.93
1243,"Hopkins, Michael Scott",male,1968,U.S.,military,2009,1,1,flight engineer,2013,45,37,3990.42,3990.42
1244,"Artemyev, Oleg",male,1970,U.S.S.R/Russia,military,2003,1,2,flight engineer,2014,44,39,4062,8784
1245,"Artemyev, Oleg",male,1970,U.S.S.R/Russia,military,2003,2,2,commander,2018,48,55,4722,8784
1246,"Wiseman, Gregory Reid",male,1975,U.S.,military,2009,1,1,MSP,2014,39,40,3968.1,3968.1
1247,"Gerst, Alexander",male,1976,Germany,civilian,2009,1,2,flight engineer,2014,38,40,3968.02,8689.84
1248,"Gerst, Alexander",male,1976,Germany,civilian,2009,2,2,flight engineer,2018,42,56,4721.82,8689.84
1249,"Serova, Yelena",female,1976,U.S.S.R/Russia,civilian,2006,1,1,flight engineer,2014,38,41,4013,4013.7
1250,"Cristofretti, Samantha",female,1977,Italy,military,2009,1,1,flight engineer,2014,37,42,4783.5,4783.5
1251,"Yui, Kimiya",male,1970,Japan,military,2009,1,1,flight engineer,2015,45,44,3400,3400
1252,"Lindgren, Kjell Norwood",male,1973,U.S.,military,2009,1,1,flight engineer,2015,42,44,3400.15,3400.15
1253,"Mogensen, Andreas",male,1976,Denmark,civilian,2009,1,1,flight engineer,2015,39,Soyuz TMA-18M/16M,236.23,236.23
1254,Aidyn (Aydyn) Akanovich Aimbetov,male,1972,Kazakhstan,military,2012,1,1,flight engineer,2015,43,Soyuz TMA-18M/16M,236.23,236.23
1255,"Peake, Timothy Nigel",male,1972,U.K.,military,2009,1,1,pilot,2015,43,46,4462,4462
1256,"Ovchinin, Aleksey",male,1971,U.S.S.R/Russia,military,2006,1,3,commander,2016,45,47,4132,8995.75
1257,"Ovchinin, Aleksey",male,1971,U.S.S.R/Russia,military,2006,2,3,commander,2019,48,57,0,8995.75
1258,"Ovchinin, Aleksey",male,1971,U.S.S.R/Russia,military,2006,3,3,commander,2019,48,59,4863.75,8995.75
1259,"Onishi, Takuya",male,1975,Japan,civilian,2009,1,1,flight engineer,2016,41,48,6902.35,6902.35
1260,"Rubins, Kathleen",female,1978,U.S.,civilian,2009,1,1,flight engineer,2016,38,48,6902.35,6902.35
1261,"Chen, Dong",male,1978,China,military,2010,1,1,flight engineer,2016,38,Shenzhou 11,774.5,774.5
1262,"Ryzhikov, Sergey",male,1974,U.S.S.R/Russia,military,2006,1,1,commander,2016,42,49,10383.25,10383.25
1263,"Pesquet, Thomas",male,1978,France,civilian,2009,1,1,flight engineer,2016,38,50,4721.83,15105.08
1264,"Fischer, Jack",male,1974,U.S.,military,2009,1,1,flight engineer,2017,43,51,3258.13,3258.13
1265,"Vande Hei, Mark",male,1966,U.S.,military,2009,1,1,flight engineer,2017,51,53,4037.23,4037.23
1266,"Tingle, Scott",male,1965,U.S.,military,2009,1,1,flight engineer,2017,52,54,4037,4037
1267,"Kanai, Norishige",male,1976,Japan,civilian,2009,1,1,flight engineer,2017,41,54,4037,4037
1268,"Prokopyev, Sergei",male,1975,U.S.S.R/Russia,military,2010,1,1,commander,2018,43,56,4722,4722
1269,"Auñón-Chancellor, Serena",female,1976,U.S.,civilian,2009,1,1,flight engineer,2018,42,56,4722,4722
1270,"Hague, Tyler",male,1975,U.S.,military,2013,1,2,flight engineer,2018,43,57,0,4864
1271,"Hague, Tyler",male,1975,U.S.,military,2013,2,2,flight engineer,2019,44,59,4864,4864
1272,"Saint-Jaques, David",male,1970,Canada,civilian,2009,1,1,flight engineer,2018,48,57,4887,4887
1273,"McClain, Anne Charlotte",female,1979,U.S.,military,2013,1,1,flight engineer,2018,39,57,4887,4887
1274,"Koch, Christina",female,1979,U.S.,civilian,2013,1,1,flight engineer,2019,40,59,7372.3,7372.3
1275,"Morgan, Andrew",male,1976,U.S.,military,2013,1,1,flight engineer,2019,43,60,4303.08,4303.08
1276,"Meir, Jessica",female,1977,U.S.,civilian,2013,1,1,flight engineer,2019,42,60,2697.6,2697.6
1277,"Al Mansoori, Hazzaa",male,1983,UAE,military,2018,1,1,spaceflight participant,2019,36,EP-19,189,189
